ident,type,name,latitude_deg,longitude_deg,iso_country,municipality,longest_runway_ft,Amiri,A319_Amiri
LFMY,medium_airport,Salon-de-Provence (BA 701) Air Base,43.6064,5.10925,FR,Salon,6565.0,0,0
LFNB,medium_airport,Mende-Brenoux Airfield,44.502102,3.53282,FR,Mende/Brénoux,4265.0,0,0
LFOA,medium_airport,Avord (BA 702) Air Base,47.053299,2.6325,FR,Avord,11493.0,0,0
LFOB,medium_airport,Beauvais Tillé airport,49.454399,2.11278,FR,Beauvais,7972.0,0,0
LFOC,medium_airport,Châteaudun Airfield,48.057907,1.379309,FR,"Châteaudun, Eure-et-Loir",7552.0,0,0
LFOE,medium_airport,Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,FR,"Fauville, Eure",9826.0,0,0
LFOH,medium_airport,Le Havre-Octeville Airport,49.534038,0.088406,FR,Le Havre,7546.0,0,0
LFOI,medium_airport,Abbeville-Buigny Baie de Somme Airfield,50.143501,1.831891,FR,Buigny-Saint-Maclou,4101.0,0,0
LFOJ,medium_airport,Orléans-Bricy (BA 123) Air Base,47.987801,1.76056,FR,"Boulay-les-Barres, Loiret",7887.0,0,0
LFOK,medium_airport,Chalons Vatry airport,48.77333,4.20611,FR,Chalons en Champagne,12664.0,0,0
LFOP,medium_airport,Rouen Vallée de Seine Airport,49.384887,1.179142,FR,Boos,5577.0,0,0
LFOT,medium_airport,Tours Val de Loire Airport,47.432201,0.727606,FR,"Tours, Indre-et-Loire",7887.0,0,0
LFOV,medium_airport,Laval-Entrammes Airport,48.032208,-0.743999,FR,"Laval, Mayenne",5453.0,0,0
LFPB,medium_airport,Paris-Le Bourget Airport,48.969398,2.44139,FR,Paris,9813.0,0,0
LFPC,medium_airport,Creil Air Base,49.253502,2.51914,FR,Creil,7871.0,0,0
LFPG,large_airport,Charles de Gaulle International Airport,49.012798,2.55,FR,"Paris (Roissy-en-France, Val-d'Oise)",13829.0,1,1
LFPM,medium_airport,Melun-Villaroche Airfield,48.604698,2.67112,FR,"Moissy-Cramayel, Seine-et-Marne",6480.0,0,0
LFPN,medium_airport,Toussus-le-Noble Airport,48.7519,2.10619,FR,"Toussus-le-Noble, Yvelines",3609.0,0,0
LFPO,large_airport,Paris-Orly Airport,48.72333,2.37944,FR,"Paris (Orly, Val-de-Marne)",11975.0,1,1
LFPT,medium_airport,Pontoise-Cormeilles Aerodrome,49.096064,2.035543,FR,"Cormeilles-en-Vexin, Val-d'Oise",5541.0,0,0
LFPV,medium_airport,Vélizy-Villacoublay Air Base,48.774406,2.203102,FR,"Vélizy-Villacoublay, Yvelines",5948.0,0,0
LFQB,medium_airport,Troyes-Barberey Airport,48.322102,4.0167,FR,"Barberey-Saint-Sulpice, Aube",5413.0,0,0
LFQE,medium_airport,Lieutenant Étienne Mantoux Air Base,49.226898,5.67222,FR,Rouvres-en-Woëvre,7874.0,0,0
LFQG,medium_airport,Nevers-Fourchambault Airport,47.002913,3.113114,FR,"Marzy, Nièvre",5348.0,0,0
LFQP,medium_airport,Phalsbourg-Bourscheid Air Base,48.766203,7.200551,FR,Bourscheid,7205.0,0,0
LFQQ,medium_airport,Lille Airport,50.563332,3.086886,FR,Lesquin,9268.0,0,0
LFQT,medium_airport,Merville-Calonne Airport,50.618401,2.64224,FR,"Merville, Nord",6037.0,0,0
LFQV,medium_airport,Charleville-Mézières Ardennes-Etienne Riché Airfield,49.783901,4.64708,FR,Charleville-Mézières,4921.0,0,0
LFQW,medium_airport,Vesoul-Frotey Airfield,47.638588,6.204443,FR,"Frotey-lès-Vesoul, Haute-Saône",4731.0,0,0
LFRB,medium_airport,Brest Bretagne airport,48.447899,-4.41854,FR,Brest,10171.0,0,0
LFRC,medium_airport,Cherbourg Manche airport,49.650101,-1.47028,FR,Cherbourg,8005.0,0,0
LFRD,medium_airport,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,FR,Dinard,7218.0,0,0
LFRE,medium_airport,La Baule-Escoublac Airport,47.289398,-2.34639,FR,La Baule-Escoublac,3117.0,0,0
LFRF,medium_airport,Granville Airport,48.883099,-1.56417,FR,"Bréville-sur-Mer, Manche",3150.0,0,0
LFRG,medium_airport,Deauville Normandie airport,49.365237,0.154481,FR,Deauville,8366.0,0,0
LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,FR,Lorient/Lann/Bihoué,7884.0,0,0
LFRI,medium_airport,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,FR,La Roche-sur-Yon,5085.0,0,0
LFRJ,medium_airport,Landivisiau Air Base,48.5303,-4.15164,FR,Landivisiau,8858.0,0,0
LFRK,medium_airport,Caen Carpiquet airport,49.17678,-0.454883,FR,Caen,6233.0,0,0
LFRL,medium_airport,Lanvéoc-Poulmic Air Base,48.2817,-4.44502,FR,Lanvéoc/Poulmic,3635.0,0,0
LFRM,medium_airport,Le Mans-Arnage Airport,47.948604,0.201702,FR,"Le Mans, Sarthe",4658.0,0,0
LFRN,medium_airport,Rennes-Saint-Jacques Airport,48.0695,-1.73479,FR,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",6890.0,0,0
LFRO,medium_airport,Lannion Airport,48.754398,-3.47166,FR,Lannion,5577.0,0,0
LFRQ,medium_airport,Quimper-Cornouaille Airport,47.973031,-4.169655,FR,Quimper/Pluguffan,7054.0,0,0
LFRS,medium_airport,Nantes Atlantique Airport,47.153198,-1.61073,FR,Nantes,9514.0,0,0
LFRT,medium_airport,Saint-Brieuc-Armor Airport,48.538628,-2.853518,FR,"Trémuson, Côtes-d'Armor",7218.0,0,0
LFRU,medium_airport,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,FR,Morlaix/Ploujean,5305.0,0,0
LFRV,medium_airport,Vannes-Meucon Airport,47.723301,-2.71856,FR,Vannes/Meucon,5020.0,0,0
LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,FR,Saint-Nazaire/Montoir,7874.0,0,0
LFSB,large_airport,EuroAirport Basel–Mulhouse–Freiburg,47.60068,7.521117,FR,Bâle / Mulhouse,12795.0,1,1
LFSD,medium_airport,Dijon Longvic airport,47.268902,5.09,FR,Dijon,7874.0,0,0
LFSG,medium_airport,Épinal Mirecourt Airport,48.325001,6.06998,FR,Épinal,8858.0,0,0
LFSI,medium_airport,Saint-Dizier – Robinson Air Base,48.636002,4.89942,FR,Saint-Dizier,7913.0,0,0
LFSL,medium_airport,Brive Souillac airport,45.039722,1.485556,FR,Brive,6890.0,0,0
LFSM,medium_airport,Montbéliard-Courcelles Airfield,47.487,6.79054,FR,Courcelles-lès-Montbéliard,5578.0,0,0
LFSN,medium_airport,Nancy-Essey Airport,48.692101,6.23046,FR,"Tomblaine, Meurthe-et-Moselle",5249.0,0,0
LFSO,medium_airport,Nancy-Ochey (BA 133) Air Base,48.583099,5.955,FR,Thuilley-aux-Groseilles,7878.0,0,0
LFST,medium_airport,Strasbourg Airport,48.53829956054688,7.628230094909668,FR,Strasbourg,7874.0,0,0
LFSX,medium_airport,Luxeuil-Saint-Sauveur (BA 116) Air Base,47.787747,6.353419,FR,Saint-Sauveur,7982.0,0,0
LFTH,medium_airport,Toulon-Hyères Airport,43.097301,6.14603,FR,"Hyères, Var",6955.0,0,0
LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.757401,4.41635,FR,Nîmes/Garons,8005.0,0,0
LFVP,medium_airport,St Pierre Airport,46.76290130615234,-56.173099517822266,PM,Saint-Pierre,5900.0,0,0
LFXA,medium_airport,Ambérieu Air Base (BA 278),45.987301,5.32844,FR,Ambérieu,6562.0,0,0
LGAD,medium_airport,Andravida Air Base,37.9207,21.292601,GR,Andravida,10299.0,0,0
LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,GR,Alexandroupolis,8471.0,0,0
LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,GR,Spata-Artemida,13123.0,1,1
LGBL,medium_airport,Nea Anchialos National Airport,39.219601,22.7943,GR,Nea Anchialos,9052.0,0,0
LGEL,medium_airport,Elefsis Air Base,38.063801,23.556,GR,Elefsina,8985.0,0,0
LGHI,medium_airport,Chios Island National Airport,38.34320068359375,26.140600204467773,GR,Chios Island,4957.0,0,0
LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,GR,Ioannina,7874.0,0,0
LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,GR,Heraklion,8904.0,0,1
LGKF,medium_airport,Kefallinia Airport,38.12009811401367,20.5004997253418,GR,Kefallinia Island,7992.0,0,0
LGKL,medium_airport,Kalamata Airport,37.06829833984375,22.02549934387207,GR,Kalamata,8868.0,0,0
LGKO,medium_airport,Kos Airport,36.794523,27.09115,GR,Kos Island,7841.0,0,0
LGKP,medium_airport,Karpathos Airport,35.421398,27.146,GR,Karpathos Island,7871.0,0,0
LGKR,medium_airport,Corfu Ioannis Kapodistrias International Airport,39.602024,19.912038,GR,Kerkyra (Corfu),7792.0,0,0
LGKV,medium_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,GR,Kavala,9844.0,0,0
LGKZ,medium_airport,Kozani National Airport Filippos,40.286098,21.840799,GR,Kozani,5978.0,0,0
LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,GR,Mykonos,6240.0,0,0
LGMT,medium_airport,Mytilene International Airport,39.057272,26.598887,GR,Mytilene,7894.0,0,0
LGPZ,medium_airport,Aktion National Airport,38.925499,20.765301,GR,Preveza,9419.0,0,0
LGRP,medium_airport,Diagoras Airport,36.405399,28.086201,GR,Rhodes,10846.0,0,0
LGRX,medium_airport,Patras Araxos Agamemnon Airport,38.1511,21.4256,GR,Patras,10999.0,0,0
LGSA,medium_airport,Chania International Airport,35.5317,24.1497,GR,Souda,10982.0,0,0
LGSK,medium_airport,Skiathos Island National Airport,39.177101,23.5037,GR,Skiathos,5341.0,0,0
LGSM,medium_airport,Samos Airport,37.689999,26.911699,GR,Samos Island,6706.0,0,0
LGSR,medium_airport,Santorini Airport,36.399200439453125,25.47929954528809,GR,Santorini Island,7208.0,0,0
LGST,medium_airport,Sitia Airport,35.21609878540039,26.101299285888672,GR,Crete Island,6804.0,0,0
LGTG,medium_airport,Tanagra Air Base,38.339802,23.565001,GR,Tanagra,9810.0,0,0
LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,GR,Thessaloniki,11286.0,1,1
LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,GR,Zakynthos,7310.0,0,0
LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,HU,Budapest,12162.0,1,1
LHDC,medium_airport,Debrecen International Airport,47.488899,21.615299,HU,Debrecen,8196.0,0,0
LHKE,medium_airport,Kecskemét Air Base,46.9175,19.749201,HU,Kecskemét,8200.0,0,0
LHPP,medium_airport,Pécs-Pogány Airport,45.988891,18.242044,HU,Pécs,4922.0,0,0
LHPR,medium_airport,Győr-Pér International Airport,47.628436,17.804718,HU,Pér,6660.0,0,0
LHSM,medium_airport,Hévíz–Balaton Airport,46.686391,17.159084,HU,Sármellék,8202.0,0,0
LHSN,medium_airport,Szolnok Air Base,47.122897,20.2355,HU,Szolnok,6562.0,0,0
LHTA,medium_airport,Taszár Air Base,46.393101,17.9175,HU,Taszár,8205.0,0,0
LHTL,medium_airport,Tököl Airport,47.345299,18.980801,HU,Tököl,5800.0,0,0
LIBA,medium_airport,Amendola Air Base,41.538443,15.717181,IT,San Giovanni Rotondo (FG),8727.0,0,0
LIBC,medium_airport,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,IT,Isola di Capo Rizzuto (KR),6562.0,0,0
LIBD,large_airport,Bari Karol Wojtyła International Airport,41.138901,16.760599,IT,Bari,9843.0,0,1
LIBF,medium_airport,Foggia Gino Lisa Airport,41.433596,15.534566,IT,Foggia (FG),5692.0,0,0
LIBG,medium_airport,Taranto-Grottaglie Marcello Arlotta Airport,40.517502,17.4032,IT,Grottaglie,10499.0,0,0
LIBN,medium_airport,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.239201,18.133301,IT,Galatina (LE),6240.0,0,0
LIBP,medium_airport,Abruzzo Airport,42.431702,14.1811,IT,Pescara,7933.0,0,0
LIBR,large_airport,Brindisi Airport,40.6576,17.947001,IT,Brindisi,10000.0,1,1
LIBV,medium_airport,Gioia del Colle Antonio Ramirez Air Base,40.767799,16.9333,IT,Gioia del Colle (BA),9846.0,0,0
LICA,medium_airport,Lamezia Terme Sant'Eufemia International Airport,38.905197,16.243762,IT,Lamezia Terme (CZ),9898.0,0,0
LICB,medium_airport,Comiso Airport,36.99583,14.60889,IT,Comiso,8070.0,0,0
LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,IT,Catania,7989.0,0,1
LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,IT,Lampedusa,5906.0,0,0
LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,IT,Pantelleria (TP),5495.0,0,0
LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,IT,Palermo,10912.0,1,1
LICP,medium_airport,Palermo-Boccadifalco Airport,38.110802,13.3133,IT,Palermo,4016.0,0,0
LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,IT,Reggio Calabria,6549.0,0,0
LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,IT,Trapani (TP),8852.0,0,0
LICZ,medium_airport,Sigonella Navy Air Base,37.401699,14.9224,IT,Sigonella (CT),8077.0,0,0
LIDT,medium_airport,Trento-Mattarello Airport,46.0214,11.1242,IT,Trento (TN),3707.0,0,0
LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,IT,Alghero,9843.0,0,0
LIED,medium_airport,Decimomannu Air Base,39.354198,8.97248,IT,Decimomannu,9810.0,0,0
LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,IT,Cagliari,9196.0,0,1
LIEO,medium_airport,Olbia Costa Smeralda Airport,40.898701,9.51763,IT,Olbia (SS),9006.0,0,0
LIET,medium_airport,Tortolì Airport,39.9188,9.68298,IT,Arbatax,3898.0,0,0
LILE,medium_airport,Biella-Cerrione Airfield,45.4953,8.10278,IT,Cerrione (BI),331.0,0,0
LILN,medium_airport,Varese-Venegono Airport,45.742199,8.888233,IT,Venegono Superiore (VA),4659.0,0,0
LIMA,medium_airport,Torino-Aeritalia Airport,45.086399,7.60337,IT,Torino (TO),3524.0,0,0
LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,IT,Ferno (VA),12861.0,1,1
LIME,large_airport,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,IT,Orio al Serio (BG),9429.0,0,1
LIMF,large_airport,Turin Airport,45.200802,7.64963,IT,Caselle Torinese (TO),10827.0,1,1
LIMG,medium_airport,Riviera Villanova d'Albenga International Airport,44.050598,8.12743,IT,Villanova d'Albenga (SV),4688.0,0,0
LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,IT,Genova (GE),9564.0,0,1
LIML,medium_airport,Milano Linate Airport,45.445099,9.27674,IT,Segrate (MI),8012.0,0,0
LIMN,medium_airport,Cameri Air Base [MIL],45.529598,8.66922,IT,Cameri (NO),9818.0,0,0
LIMP,medium_airport,Parma Airport,44.826351,10.29705,IT,Parma (PR),6962.0,0,0
LIMR,medium_airport,Novi Ligure Eugenio Mossi Airfield,44.779999,8.78639,IT,Novi Ligure (AL),3035.0,0,0
LIMS,medium_airport,Piacenza San Damiano Air Base,44.913102,9.723322,IT,San Damiano (PC),9828.0,0,0
LIMW,medium_airport,Aosta Corrado Gex Airport,45.738552,7.3683,IT,Saint-Christophe (AO),4088.0,0,0
LIMZ,medium_airport,Cuneo International Airport,44.547001,7.62322,IT,Levaldigi (CN),6903.0,0,0
LIPA,medium_airport,Aviano Air Base,46.031898,12.596503,IT,Aviano (PN),8551.0,0,0
LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,IT,Bolzano (BZ),4698.0,0,0
LIPC,medium_airport,Cervia Air Base,44.224201,12.3072,IT,Cervia (RA),10007.0,0,0
LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,IT,Bologna,9196.0,0,1
LIPH,medium_airport,Treviso Antonio Canova Airport,45.648399,12.1944,IT,Treviso (TV),7941.0,0,0
LIPI,medium_airport,Udine-Rivolto Air Base,45.978699,13.0493,IT,Codroipo (UD),8365.0,0,0
LIPK,medium_airport,Forlì Luigi Ridolfi Airport,44.194801,12.0701,IT,Forlì (FC),7907.0,0,0
LIPL,medium_airport,Ghedi Air Base,45.432551,10.268612,IT,Ghedi (BS),9813.0,0,0
LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,IT,Montichiari (BS),9810.0,0,0
LIPQ,medium_airport,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,IT,Ronchi dei Legionari (GO),9843.0,0,0
LIPR,medium_airport,Federico Fellini International Airport,44.020302,12.6117,IT,Rimini (RN),9828.0,0,0
LIPS,medium_airport,Istrana Air Base,45.684358,12.087107,IT,Istrana (TV),9816.0,0,0
LIPU,medium_airport,Padova Gino Allegri Airfield,45.395316,11.847124,IT,Padova (PD),3681.0,0,0
LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,IT,Caselle (VR),10064.0,1,1
LIPY,medium_airport,Marche Airport,43.616299,13.3623,IT,Falconara Marittima (AN),9718.0,0,0
LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,IT,Venezia (VE),10827.0,1,1
LIQS,medium_airport,Siena-Ampugnano Airport,43.256302,11.255,IT,Ampugnano (SI),4570.0,0,0
LIQW,medium_airport,Sarzana-Luni Air Base,44.088001,9.98795,IT,Sarzana (SP),2969.0,0,0
LIRA,medium_airport,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,IT,Rome,7226.0,0,0
LIRE,medium_airport,Pratica Di Mare Air Base,41.654499,12.4452,IT,Pomezia,8335.0,0,0
LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,IT,Rome,12801.0,1,1
LIRG,medium_airport,Guidonia Air Base,41.990299,12.7408,IT,Guidonia,4797.0,0,0
LIRI,medium_airport,Salerno Costa d'Amalfi Airport,40.620399,14.9113,IT,Salerno,6437.0,0,0
LIRJ,medium_airport,Marina di Campo Airport,42.760871,10.239811,IT,Campo nell'Elba (LI),3114.0,0,0
LIRL,medium_airport,Latina Air Base,41.5424,12.909,IT,Latina,5577.0,0,0
LIRM,medium_airport,Grazzanise Air Base,41.060799,14.0819,IT,Caserta,9813.0,0,0
LIRN,large_airport,Naples International Airport,40.886002,14.2908,IT,Napoli,8622.0,0,1
LIRP,large_airport,Pisa International Airport,43.683899,10.3927,IT,Pisa (PI),9820.0,0,1
LIRQ,large_airport,"Florence Airport, Peretola",43.808558,11.202822,IT,Firenze (FI),5118.0,0,1
LIRS,medium_airport,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.759701,11.0719,IT,Grosseto (GR),9823.0,0,0
LIRU,medium_airport,Rome Urbe Airport,41.952096,12.502231,IT,Rome,3556.0,0,0
LIRV,medium_airport,Viterbo Airport,42.430199,12.0642,IT,Viterbo,4265.0,0,0
LIRZ,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,IT,Perugia (PG),7215.0,0,0
LJCE,medium_airport,Cerklje ob Krki Air Base,45.900002,15.5302,SI,Cerklje ob Krki,9843.0,0,0
LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.223701,14.4576,SI,Zgornji Brnik,10827.0,1,1
LJMB,medium_airport,Maribor Edvard Rusjan Airport,46.4799,15.6861,SI,Orehova Vas,8202.0,0,0
LJPZ,medium_airport,Portorož Airport,45.47201,13.615951,SI,Sečovlje,3939.0,0,0
LKCV,medium_airport,Čáslav Air Base,49.939701,15.3818,CZ,Chotusice,7875.0,0,0
LKKB,medium_airport,Prague–Kbely Air Base,50.121399,14.5436,CZ,Prague,6562.0,0,0
LKKU,medium_airport,Kunovice Airport,49.0294,17.439699,CZ,Uherské Hradiště,6562.0,0,0
LKKV,medium_airport,Karlovy Vary Airport,50.202999,12.915,CZ,Karlovy Vary,7054.0,0,0
LKLN,medium_airport,Plzeň-Líně Airport,49.675201,13.2746,CZ,Plzen,4757.0,0,0
LKMT,medium_airport,Ostrava Leos Janáček Airport,49.696301,18.111099,CZ,Mošnov,11484.0,0,0
LKNA,medium_airport,Náměšť Air Base,49.166272,16.123981,CZ,Sedlec,7874.0,0,0
LKPD,medium_airport,Pardubice Airport,50.01340103149414,15.73859977722168,CZ,Pardubice,8203.0,0,0
LKPO,medium_airport,Přerov Air Base,49.4258,17.404699,CZ,Přerov,8123.0,0,0
LKPR,large_airport,Václav Havel Airport Prague,50.100874,14.259911,CZ,Prague,12189.0,1,1
LKTB,medium_airport,Brno-Tuřany Airport,49.15129852294922,16.694400787353516,CZ,Brno,8694.0,0,0
LKVO,medium_airport,Vodochody Airport,50.216599,14.3958,CZ,Vodochody,8203.0,0,0
LLBG,large_airport,Ben Gurion International Airport,32.011398,34.8867,IL,Tel Aviv,13327.0,1,1
LLEK,medium_airport,Tel Nof Air Base,31.8395,34.8218,IL,Rehovot,7880.0,0,0
LLER,large_airport,Ramon International Airport,29.727009,35.014116,IL,Eilat,11811.0,1,1
LLHA,medium_airport,Haifa International Airport,32.80939865112305,35.04309844970703,IL,Haifa,4324.0,0,0
LLIB,medium_airport,Rosh Pina Airport,32.980999,35.571899,IL,Rosh Pina,3655.0,0,0
LLMZ,medium_airport,Bar Yehuda Airfield,31.328199,35.388599,IL,Masada,3937.0,0,0
LLNV,medium_airport,Nevatim Air Base,31.2082996368,35.012298584,IL,Beersheba,10991.0,0,0
LLRD,medium_airport,Ramat David Air Base,32.6651,35.179501,IL,Haifa,8550.0,0,0
LLRM,medium_airport,Ramon Air Base,30.7761,34.666698,IL,Beersheba,9876.0,0,0
LMML,large_airport,Malta International Airport,35.857498,14.4775,MT,Valletta,11627.0,1,1
LOAN,medium_airport,Wiener Neustadt East Airport,47.8433,16.260099,AT,Wiener Neustadt,3500.0,0,0
LOWG,medium_airport,Graz Airport,46.9911,15.4396,AT,Feldkirchen bei Graz,9842.0,0,0
LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,AT,Innsbruck,6562.0,0,0
LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,AT,Klagenfurt am Wörthersee,8924.0,0,0
LOWL,medium_airport,Linz-Hörsching Airport / Vogler Air Base,48.2332,14.1875,AT,Linz,9843.0,0,0
LOWS,medium_airport,Salzburg Airport,47.793301,13.0043,AT,Salzburg,9022.0,0,0
LOWW,large_airport,Vienna International Airport,48.110298,16.5697,AT,Vienna,11811.0,1,1
LOXN,medium_airport,Wiener Neustadt West Airport,47.836933,16.221838,AT,Wiener Neustadt,5314.0,0,0
LOXZ,medium_airport,Hinterstoisser Air Base,47.202801,14.7442,AT,Zeltweg,9022.0,0,0
LPAR,medium_airport,Alverca Air Base,38.883301,-9.0301,PT,Vila Franca de Xira,9810.0,0,0
LPAZ,medium_airport,Santa Maria Airport,36.97140121459961,-25.17060089111328,PT,Vila do Porto,10000.0,0,0
LPBG,medium_airport,Bragança Airport,41.8578,-6.70713,PT,Bragança,5600.0,0,0
LPBJ,medium_airport,Beja Airport / Airbase,38.078899,-7.9324,PT,Beja,11319.0,0,0
LPBR,medium_airport,Braga Municipal Aerodrome,41.587,-8.445189,PT,Braga,3081.0,0,0
LPCB,medium_airport,Aerodromo de Castelo Branco,39.844528,-7.439875,PT,Castelo Branco,4790.0,0,0
LPCO,medium_airport,Aerodromo Municipal de Coimbra,40.158758,-8.470815,PT,Coimbra,3018.0,0,0
LPCS,medium_airport,Cascais Airport,38.724998,-9.35523,PT,Cascais,4593.0,0,0
LPEV,medium_airport,Évora Airfield,38.533501,-7.88964,PT,Évora,4265.0,0,0
LPFL,medium_airport,Flores Airport,39.455299377441406,-31.13139915466309,PT,Santa Cruz das Flores,4593.0,0,0
LPFR,large_airport,Faro Airport,37.0144004822,-7.96590995789,PT,Faro,8169.0,0,1
LPGR,medium_airport,Graciosa Airport,39.09220123291016,-28.029800415039062,PT,Santa Cruz da Graciosa,4529.0,0,0
LPHR,medium_airport,Horta Airport,38.519901275634766,-28.71590042114257,PT,Horta,5233.0,0,0
LPLA,medium_airport,Lajes Airport,38.761799,-27.090799,PT,Praia da Vitória,10870.0,0,0
LPMA,large_airport,Madeira International Airport Cristiano Ronaldo,32.697899,-16.7745,PT,Funchal,9110.0,0,1
LPMR,medium_airport,Monte Real Air Base,39.828335,-8.8875,PT,,9816.0,0,0
LPMT,medium_airport,Montijo Air Base,38.70929,-9.03368,PT,Montijo,8005.0,0,0
LPOV,medium_airport,Ovar Air Base,40.915901,-8.64592,PT,Ovar,8005.0,0,0
LPPD,large_airport,João Paulo II Airport,37.7411994934,-25.6979007721,PT,Ponta Delgada,8192.0,0,1
LPPI,medium_airport,Pico Airport,38.554298,-28.441299,PT,Pico Island,5725.0,0,0
LPPM,medium_airport,Portimão Airport,37.1493,-8.58396,PT,Portimão,2822.0,0,0
LPPR,large_airport,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,PT,Porto,11417.0,1,1
LPPS,medium_airport,Porto Santo Airport,33.0733985901,-16.3500003815,PT,Vila Baleira,9861.0,0,0
LPPT,large_airport,Lisbon Humberto Delgado Airport,38.7813,-9.13592,PT,Lisbon,12162.0,1,1
LPSJ,medium_airport,São Jorge Airport,38.665501,-28.1758,PT,Velas,4633.0,0,0
LPSO,medium_airport,Aeródromo Municipal de Ponte de Sor,39.211545,-8.057787,PT,Ponte de Sor,5906.0,0,0
LPST,medium_airport,Sintra Air Base,38.8311,-9.33955,PT,Sintra,5906.0,0,0
LPTN,medium_airport,Tancos Airbase,39.475101,-8.36458,PT,Tancos,7530.0,0,0
LPVL,medium_airport,Vilar de Luz Airfield,41.27729,-8.516209,PT,Maia,5606.0,0,0
LPVR,medium_airport,Vila Real Airport,41.2743,-7.72047,PT,Vila Real,3107.0,0,0
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,PT,Viseu,4035.0,0,0
LQBK,medium_airport,Banja Luka International Airport,44.941399,17.297501,BA,Mahovljani,8202.0,0,0
LQMO,medium_airport,Mostar International Airport,43.282901763916016,17.84589958190918,BA,Mostar,7874.0,0,0
LQSA,large_airport,Sarajevo International Airport,43.8246,18.331499,BA,Sarajevo,8666.0,0,1
LQTZ,medium_airport,Tuzla International Airport,44.458698,18.7248,BA,Dubrave Gornje,8152.0,0,0
LR80,medium_airport,Feteşti Borcea Air Base,44.3923,27.7267,RO,Borcea,8202.0,0,0
LR82,medium_airport,Boboc Air Base,45.2164,26.9786,RO,Boboc,8202.0,0,0
LRAR,medium_airport,Arad International Airport,46.176601,21.261999,RO,Arad,6562.0,0,0
LRBC,medium_airport,Bacău George Enescu International  Airport,46.5219,26.910299,RO,Bacău,8203.0,0,0
LRBM,medium_airport,Maramureș International Airport,47.658444,23.464445,RO,Tăuții-Măgherăuș,7054.0,0,0
LRBS,medium_airport,Bucharest Băneasa Aurel Vlaicu International Airport,44.503201,26.1021,RO,Bucharest,10499.0,0,0
LRBV,medium_airport,Brașov-Ghimbav International Airport,45.70558,25.522871,RO,Brașov (Ghimbav),9252.0,0,0
LRCK,medium_airport,Mihail Kogălniceanu International Airport,44.362202,28.4883,RO,Mihail Kogălniceanu,11483.0,0,0
LRCL,medium_airport,Cluj Avram Iancu International Airport,46.787425,23.684292,RO,Cluj-Napoca,6693.0,0,0
